index,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,Year,Tm,Playoff
13,0.328,104,0.308,0.133,0.023,0.187,0.078,0.24100000000000002,0.433,0.235,0.8,0.253,0.565,0.182,3.0,0.025,19.2,0.28,0.74,0.38,2013,Los Angeles Dodgers,Yes
14,0.288,68,0.28,0.104,0.016,0.205,0.07200000000000001,0.22899999999999998,0.47700000000000004,0.20199999999999999,0.96,0.24,0.579,0.18100000000000002,-21.6,-0.027000000000000003,-147.7,0.25,0.73,0.4,2013,Miami Marlins,No
15,0.322,92,0.294,0.145,0.026000000000000002,0.195,0.067,0.213,0.46399999999999997,0.218,0.93,0.248,0.546,0.20600000000000002,1.0,0.009000000000000001,-11.6,0.28,0.74,0.35,2013,Milwaukee Brewers,No
16,0.313,90,0.298,0.138,0.024,0.23,0.086,0.21600000000000003,0.436,0.261,0.79,0.265,0.557,0.177,-7.1,-0.009000000000000001,-94.0,0.25,0.61,0.4,2013,Minnesota Twins,No
17,0.307,90,0.291,0.129,0.021,0.223,0.083,0.207,0.439,0.256,0.82,0.249,0.561,0.19,-3.8,-0.002,-23.1,0.28,0.77,0.46,2013,New York Mets,No
18,0.31,87,0.285,0.133,0.024,0.201,0.077,0.20800000000000002,0.435,0.254,0.8,0.272,0.563,0.165,-2.8,-0.026000000000000002,-44.1,0.3,0.79,0.35,2013,New York Yankees,No
19,0.332,107,0.289,0.165,0.03,0.19,0.092,0.247,0.374,0.272,0.61,0.301,0.528,0.17,6.5,0.05,90.2,0.31,0.73,0.42,2013,Oakland Athletics,Yes
20,0.313,89,0.293,0.135,0.023,0.2,0.069,0.24100000000000002,0.449,0.222,0.85,0.297,0.535,0.168,-2.6,-0.006999999999999999,-31.2,0.27,0.72,0.41,2013,Philadelphia Phillies,No
21,0.321,100,0.294,0.151,0.026000000000000002,0.217,0.076,0.226,0.45299999999999996,0.231,0.87,0.281,0.5660000000000001,0.152,-0.2,-0.012,2.5,0.27,0.69,0.41,2013,Pittsburgh Pirates,Yes
22,0.312,97,0.294,0.133,0.024,0.214,0.076,0.233,0.461,0.223,0.9,0.295,0.541,0.16399999999999998,-0.3,-0.003,-1.1,0.27,0.78,0.38,2013,San Diego Padres,No
23,0.312,99,0.279,0.152,0.031,0.21899999999999997,0.086,0.235,0.42100000000000004,0.247,0.75,0.29600000000000004,0.534,0.17,-5.6,-0.021,-54.0,0.25,0.68,0.38,2013,Seattle Mariners,No
24,0.317,99,0.304,0.121,0.017,0.175,0.076,0.233,0.451,0.223,0.85,0.263,0.56,0.17800000000000002,3.1,0.022000000000000002,8.4,0.28,0.72,0.37,2013,San Francisco Giants,No
25,0.33,101,0.314,0.133,0.02,0.179,0.078,0.259,0.452,0.20800000000000002,0.86,0.254,0.5660000000000001,0.18,8.6,0.068,137.0,0.34,0.67,0.43,2013,St. Louis Cardinals,Yes
26,0.327,105,0.295,0.151,0.026000000000000002,0.188,0.094,0.218,0.43700000000000006,0.263,0.79,0.302,0.537,0.161,5.3,0.022000000000000002,10.5,0.28,0.66,0.4,2013,Tampa Bay Rays,Yes
27,0.333,102,0.294,0.15,0.027999999999999997,0.172,0.075,0.23,0.43799999999999994,0.23800000000000002,0.81,0.272,0.5579999999999999,0.17,0.2,-0.005,26.3,0.3,0.76,0.42,2013,Texas Rangers,No
28,0.328,99,0.284,0.158,0.03,0.183,0.083,0.221,0.442,0.24,0.82,0.282,0.55,0.168,-1.2,-0.006,6.5,0.29,0.73,0.45,2013,Toronto Blue Jays,No
29,0.322,92,0.292,0.146,0.027000000000000003,0.19699999999999998,0.077,0.24,0.445,0.22,0.84,0.266,0.539,0.195,0.6,-0.025,7.3,0.29,0.76,0.42,2013,Washington Nationals,No
0,0.309,86,0.293,0.127,0.019,0.191,0.065,0.265,0.47,0.188,0.92,0.24100000000000002,0.58,0.18,-7.1,-0.006,-37.3,0.29,0.72,0.42,2014,Arizona Diamondbacks,No
1,0.305,86,0.298,0.119,0.02,0.226,0.078,0.24100000000000002,0.45299999999999996,0.22,0.87,0.265,0.555,0.18,-8.6,-0.052000000000000005,-65.2,0.26,0.74,0.4,2014,Atlanta Braves,No
2,0.33,104,0.296,0.166,0.034,0.21,0.065,0.226,0.436,0.24,0.79,0.31,0.528,0.162,2.5,0.013000000000000001,28.0,0.29,0.69,0.34,2014,Baltimore Orioles,Yes
3,0.313,90,0.297,0.124,0.02,0.215,0.086,0.235,0.44299999999999995,0.249,0.81,0.28300000000000003,0.562,0.155,-8.7,-0.035,-56.3,0.28,0.72,0.42,2014,Boston Red Sox,No
4,0.309,87,0.296,0.146,0.026000000000000002,0.242,0.07200000000000001,0.247,0.419,0.226,0.76,0.301,0.526,0.17300000000000001,-7.4,-0.024,-44.0,0.28,0.62,0.38,2014,Chicago Cubs,No
5,0.321,103,0.306,0.146,0.026000000000000002,0.22399999999999998,0.069,0.24,0.465,0.21,0.89,0.29,0.524,0.18600000000000003,3.4,0.025,-3.7,0.29,0.7,0.39,2014,Chicago White Sox,No
6,0.305,84,0.284,0.127,0.022000000000000002,0.209,0.069,0.268,0.433,0.18899999999999997,0.82,0.27,0.564,0.165,-9.1,-0.034,-47.7,0.28,0.7,0.38,2014,Cincinnati Reds,No
7,0.322,96,0.296,0.136,0.023,0.191,0.081,0.249,0.431,0.23,0.79,0.295,0.5329999999999999,0.17300000000000001,-1.1,-0.02,-18.3,0.29,0.79,0.42,2014,Cleveland Indians,No
8,0.343,101,0.326,0.169,0.03,0.20800000000000002,0.064,0.268,0.45299999999999996,0.191,0.86,0.248,0.58,0.172,2.3,0.028999999999999998,70.2,0.31,0.64,0.38,2014,Colorado Rockies,No
9,0.341,113,0.319,0.15,0.025,0.185,0.071,0.24,0.43,0.258,0.77,0.285,0.5379999999999999,0.177,6.6,0.081,86.8,0.31,0.72,0.4,2014,Detroit Tigers,Yes
10,0.315,94,0.298,0.141,0.027000000000000003,0.23800000000000002,0.08199999999999999,0.23600000000000002,0.435,0.243,0.79,0.284,0.5379999999999999,0.17800000000000002,-5.3,-0.02,-35.8,0.27,0.77,0.36,2014,Houston Astros,No
11,0.316,90,0.302,0.113,0.016,0.163,0.063,0.237,0.469,0.204,0.91,0.27,0.569,0.161,-2.5,-0.033,-29.7,0.3,0.81,0.41,2014,Kansas City Royals,Yes
12,0.331,113,0.305,0.147,0.025,0.201,0.078,0.25,0.457,0.20600000000000002,0.86,0.292,0.539,0.16899999999999998,9.6,0.064,113.4,0.32,0.68,0.46,2014,Los Angeles Angels of Anaheim,Yes
13,0.336,112,0.318,0.14,0.022000000000000002,0.2,0.083,0.252,0.474,0.196,0.95,0.22899999999999998,0.581,0.19,6.8,0.049,86.0,0.3,0.73,0.41,2014,Los Angeles Dodgers,Yes
14,0.315,92,0.316,0.125,0.02,0.22899999999999998,0.081,0.25,0.485,0.184,1.0,0.24100000000000002,0.568,0.191,-1.8,-0.012,0.8,0.29,0.73,0.4,2014,Miami Marlins,No
15,0.322,94,0.293,0.147,0.025,0.19699999999999998,0.07,0.248,0.44,0.21,0.83,0.258,0.536,0.20600000000000002,-1.3,-0.012,-2.1,0.29,0.7,0.44,2014,Milwaukee Brewers,No
16,0.325,100,0.309,0.135,0.021,0.213,0.087,0.239,0.441,0.23199999999999998,0.81,0.285,0.532,0.183,0.6,-0.003,38.9,0.31,0.73,0.44,2014,Minnesota Twins,No
17,0.309,93,0.286,0.126,0.02,0.20600000000000002,0.084,0.25,0.41600000000000004,0.244,0.74,0.271,0.561,0.168,-2.3,-0.023,-0.7,0.29,0.75,0.4,2014,New York Mets,No
18,0.314,93,0.282,0.135,0.024,0.18600000000000003,0.07400000000000001,0.23,0.439,0.245,0.8,0.287,0.5589999999999999,0.155,-3.1,-0.027999999999999997,-37.9,0.28,0.81,0.33,2014,New York Yankees,No
19,0.322,101,0.278,0.137,0.023,0.177,0.094,0.256,0.38799999999999996,0.253,0.65,0.301,0.53,0.16899999999999998,1.4,0.015,65.5,0.31,0.81,0.42,2014,Oakland Athletics,Yes
20,0.307,84,0.292,0.121,0.02,0.21100000000000002,0.07200000000000001,0.251,0.45399999999999996,0.20800000000000002,0.87,0.303,0.531,0.166,-7.2,-0.023,-35.6,0.28,0.81,0.36,2014,Philadelphia Phillies,No
21,0.333,107,0.307,0.145,0.025,0.2,0.084,0.254,0.439,0.217,0.82,0.26899999999999996,0.5710000000000001,0.16,4.8,0.023,44.1,0.28,0.69,0.4,2014,Pittsburgh Pirates,Yes
22,0.292,84,0.277,0.115,0.019,0.21899999999999997,0.079,0.233,0.47600000000000003,0.20600000000000002,0.96,0.287,0.541,0.172,-9.4,-0.036000000000000004,-80.5,0.26,0.73,0.4,2014,San Diego Padres,No
23,0.307,94,0.29,0.132,0.023,0.20600000000000002,0.066,0.25,0.44799999999999995,0.214,0.84,0.28300000000000003,0.528,0.18899999999999997,-5.7,-0.049,-17.5,0.29,0.7,0.44,2014,Seattle Mariners,No
24,0.316,99,0.304,0.133,0.022000000000000002,0.205,0.07,0.25,0.44,0.222,0.81,0.267,0.561,0.172,5.5,0.040999999999999995,39.2,0.3,0.67,0.41,2014,San Francisco Giants,Yes
25,0.315,93,0.3,0.116,0.017,0.18600000000000003,0.077,0.267,0.46,0.19699999999999998,0.89,0.24,0.578,0.182,-0.8,0.013999999999999999,-15.1,0.28,0.64,0.39,2014,St. Louis Cardinals,Yes
26,0.312,96,0.287,0.12,0.019,0.18100000000000002,0.085,0.217,0.452,0.24100000000000002,0.86,0.28800000000000003,0.541,0.171,-8.6,-0.022000000000000002,-56.0,0.27,0.7,0.43,2014,Tampa Bay Rays,No
27,0.313,91,0.305,0.119,0.018000000000000002,0.193,0.069,0.23800000000000002,0.47600000000000003,0.19699999999999998,0.95,0.263,0.5760000000000001,0.162,-7.4,0.004,-37.8,0.29,0.64,0.44,2014,Texas Rangers,No
28,0.335,109,0.295,0.155,0.028999999999999998,0.187,0.081,0.22699999999999998,0.445,0.226,0.83,0.28300000000000003,0.551,0.16699999999999998,2.0,0.001,58.5,0.3,0.79,0.38,2014,Toronto Blue Jays,No
29,0.326,95,0.303,0.14,0.025,0.21,0.083,0.265,0.445,0.19699999999999998,0.85,0.271,0.555,0.17300000000000001,3.6,0.006999999999999999,32.6,0.29,0.81,0.43,2014,Washington Nationals,Yes
0,0.332,96,0.316,0.15,0.025,0.209,0.078,0.29100000000000004,0.47100000000000003,0.161,0.94,0.249,0.545,0.20600000000000002,-2.0,-0.011000000000000001,24.2,0.3,0.75,0.4,2015,Arizona Diamondbacks,No
1,0.306,86,0.297,0.108,0.017,0.184,0.078,0.257,0.489,0.17600000000000002,1.01,0.259,0.535,0.20600000000000002,-6.9,-0.026000000000000002,-84.4,0.26,0.68,0.4,2015,Atlanta Braves,No
2,0.322,96,0.291,0.171,0.036000000000000004,0.222,0.07,0.265,0.435,0.212,0.79,0.301,0.521,0.17800000000000002,-3.7,-0.039,10.6,0.3,0.64,0.37,2015,Baltimore Orioles,No
3,0.33,98,0.305,0.149,0.026000000000000002,0.184,0.077,0.23800000000000002,0.47200000000000003,0.209,0.91,0.264,0.5479999999999999,0.188,-3.4,-0.032,23.7,0.31,0.72,0.37,2015,Boston Red Sox,No
4,0.323,97,0.305,0.154,0.027999999999999997,0.245,0.092,0.265,0.429,0.222,0.78,0.29600000000000004,0.52,0.184,5.0,0.016,28.3,0.28,0.72,0.45,2015,Chicago Cubs,Yes
5,0.307,92,0.296,0.13,0.022000000000000002,0.203,0.067,0.258,0.489,0.172,0.99,0.273,0.523,0.203,-8.4,-0.028999999999999998,-69.5,0.28,0.62,0.37,2015,Chicago White Sox,No
6,0.319,91,0.29,0.146,0.027000000000000003,0.203,0.08,0.29100000000000004,0.43,0.195,0.79,0.263,0.537,0.2,-11.1,-0.024,-41.9,0.27,0.78,0.33,2015,Cincinnati Reds,No
7,0.322,91,0.299,0.144,0.023,0.18899999999999997,0.087,0.264,0.446,0.201,0.84,0.311,0.515,0.175,-6.6,-0.031,-46.4,0.29,0.75,0.38,2015,Cleveland Indians,No
8,0.332,86,0.313,0.167,0.031,0.21100000000000002,0.064,0.294,0.442,0.17300000000000001,0.82,0.254,0.5529999999999999,0.193,2.3,0.0,18.5,0.32,0.69,0.46,2015,Colorado Rockies,No
9,0.328,105,0.322,0.15,0.025,0.204,0.07400000000000001,0.266,0.428,0.23,0.77,0.24600000000000002,0.54,0.214,-1.2,-0.013000000000000001,-13.3,0.28,0.62,0.34,2015,Detroit Tigers,No
10,0.332,108,0.292,0.187,0.038,0.22899999999999998,0.08,0.256,0.415,0.23600000000000002,0.73,0.307,0.509,0.184,1.2,0.013999999999999999,43.4,0.29,0.72,0.43,2015,Houston Astros,Yes
11,0.326,97,0.301,0.144,0.023,0.159,0.063,0.255,0.447,0.213,0.83,0.273,0.536,0.192,4.5,0.018000000000000002,13.6,0.32,0.75,0.44,2015,Kansas City Royals,Yes
12,0.311,97,0.28,0.15,0.028999999999999998,0.192,0.073,0.271,0.451,0.193,0.85,0.276,0.524,0.201,-0.6,-0.003,-13.1,0.28,0.6,0.44,2015,Los Angeles Angels of Anaheim,No
13,0.329,106,0.292,0.163,0.031,0.207,0.092,0.284,0.434,0.195,0.8,0.278,0.54,0.182,2.9,0.022000000000000002,17.3,0.27,0.63,0.37,2015,Los Angeles Dodgers,Yes
14,0.311,90,0.307,0.124,0.02,0.192,0.063,0.251,0.513,0.154,1.13,0.23399999999999999,0.545,0.221,-3.7,-0.016,-39.1,0.28,0.71,0.39,2015,Miami Marlins,No
15,0.314,88,0.303,0.142,0.024,0.21600000000000003,0.068,0.271,0.47200000000000003,0.17800000000000002,0.93,0.24,0.526,0.23399999999999999,-6.8,-0.017,-17.9,0.3,0.74,0.43,2015,Milwaukee Brewers,No
16,0.313,92,0.292,0.152,0.026000000000000002,0.21,0.073,0.242,0.444,0.22399999999999998,0.83,0.27699999999999997,0.54,0.183,-1.6,-0.027999999999999997,-7.0,0.32,0.65,0.37,2015,Minnesota Twins,No
17,0.32,97,0.287,0.156,0.028999999999999998,0.21,0.079,0.27399999999999997,0.423,0.218,0.75,0.278,0.527,0.195,0.2,-0.002,22.4,0.29,0.67,0.4,2015,New York Mets,Yes
18,0.329,103,0.283,0.17,0.034,0.196,0.08800000000000001,0.25,0.42,0.23399999999999999,0.74,0.344,0.504,0.151,-1.7,-0.01,58.1,0.3,0.72,0.34,2015,New York Yankees,Yes
19,0.316,96,0.288,0.144,0.024,0.18100000000000002,0.077,0.267,0.456,0.191,0.85,0.29100000000000004,0.512,0.19699999999999998,-5.2,-0.013999999999999999,1.7,0.31,0.73,0.36,2015,Oakland Athletics,No
20,0.311,90,0.299,0.133,0.022000000000000002,0.21100000000000002,0.064,0.28,0.451,0.18,0.87,0.287,0.54,0.172,-6.3,-0.021,-39.5,0.29,0.73,0.38,2015,Philadelphia Phillies,No
21,0.323,96,0.314,0.136,0.022000000000000002,0.21,0.073,0.265,0.47200000000000003,0.187,0.94,0.263,0.551,0.18600000000000003,1.7,0.005,19.1,0.29,0.69,0.41,2015,Pittsburgh Pirates,Yes
22,0.31,91,0.292,0.142,0.025,0.221,0.071,0.259,0.445,0.203,0.84,0.284,0.531,0.185,-3.7,-0.016,-11.0,0.3,0.74,0.42,2015,San Diego Padres,No
23,0.32,103,0.292,0.162,0.032,0.218,0.078,0.26899999999999996,0.44299999999999995,0.209,0.82,0.295,0.505,0.19899999999999998,-4.4,-0.027000000000000003,-34.1,0.26,0.61,0.34,2015,Seattle Mariners,No
24,0.328,100,0.313,0.139,0.022000000000000002,0.188,0.07400000000000001,0.27699999999999997,0.478,0.18100000000000002,0.95,0.251,0.54,0.209,-0.5,-0.031,27.7,0.3,0.72,0.41,2015,San Francisco Giants,No
25,0.321,93,0.303,0.142,0.022000000000000002,0.20600000000000002,0.08199999999999999,0.26,0.46399999999999997,0.19699999999999998,0.89,0.276,0.526,0.198,-1.4,0.012,-25.0,0.27,0.64,0.39,2015,St. Louis Cardinals,Yes
26,0.317,99,0.3,0.154,0.027999999999999997,0.21600000000000003,0.07200000000000001,0.252,0.43200000000000005,0.22399999999999998,0.78,0.298,0.514,0.188,-6.3,-0.066,-47.0,0.27,0.66,0.36,2015,Tampa Bay Rays,No
27,0.33,98,0.3,0.156,0.027999999999999997,0.19899999999999998,0.081,0.264,0.45399999999999996,0.184,0.87,0.301,0.529,0.171,3.7,0.044000000000000004,45.5,0.31,0.72,0.47,2015,Texas Rangers,Yes
28,0.351,115,0.298,0.188,0.037000000000000005,0.185,0.092,0.249,0.447,0.205,0.84,0.28800000000000003,0.531,0.18100000000000002,12.1,0.08199999999999999,187.5,0.34,0.79,0.38,2015,Toronto Blue Jays,Yes
29,0.326,96,0.3,0.151,0.028999999999999998,0.22,0.08800000000000001,0.272,0.47100000000000003,0.172,0.93,0.261,0.53,0.209,0.4,-0.006,34.2,0.29,0.71,0.38,2015,Washington Nationals,No
0,0.334,91,0.315,0.171,0.03,0.228,0.07400000000000001,0.262,0.484,0.18600000000000003,0.97,0.251,0.526,0.223,-0.4,-0.01,2.4,0.31,0.82,0.43,2016,Arizona Diamondbacks,No
1,0.316,88,0.305,0.13,0.02,0.2,0.081,0.271,0.467,0.18,0.92,0.257,0.528,0.215,-9.6,-0.02,-66.0,0.28,0.69,0.38,2016,Atlanta Braves,No
2,0.331,101,0.291,0.188,0.042,0.217,0.077,0.23800000000000002,0.42700000000000005,0.23800000000000002,0.76,0.304,0.505,0.192,1.6,-0.005,14.3,0.29,0.59,0.39,2016,Baltimore Orioles,Yes
3,0.354,113,0.32,0.179,0.033,0.184,0.08800000000000001,0.247,0.44799999999999995,0.22,0.82,0.313,0.495,0.192,8.6,0.086,136.7,0.33,0.78,0.43,2016,Boston Red Sox,Yes
4,0.342,104,0.302,0.173,0.031,0.21100000000000002,0.10400000000000001,0.263,0.42,0.222,0.75,0.331,0.495,0.174,4.3,0.025,97.5,0.31,0.66,0.43,2016,Chicago Cubs,Yes
5,0.32,99,0.304,0.153,0.027000000000000003,0.21,0.07400000000000001,0.255,0.457,0.203,0.86,0.295,0.49,0.215,-1.5,-0.024,-33.9,0.29,0.68,0.41,2016,Chicago White Sox,No
6,0.323,89,0.303,0.152,0.027000000000000003,0.21100000000000002,0.07400000000000001,0.28600000000000003,0.44,0.192,0.82,0.27399999999999997,0.535,0.191,-1.0,0.0,-6.2,0.31,0.73,0.37,2016,Cincinnati Reds,No
7,0.337,97,0.304,0.168,0.03,0.20199999999999999,0.086,0.27699999999999997,0.429,0.207,0.77,0.314,0.506,0.18100000000000002,2.3,0.027000000000000003,25.7,0.32,0.81,0.45,2016,Cleveland Indians,Yes
8,0.347,95,0.326,0.182,0.033,0.213,0.079,0.293,0.436,0.183,0.81,0.271,0.527,0.20199999999999999,5.4,0.01,81.9,0.34,0.63,0.44,2016,Colorado Rockies,No
9,0.335,106,0.312,0.171,0.034,0.213,0.081,0.259,0.42100000000000004,0.24600000000000002,0.74,0.267,0.515,0.218,2.0,0.006999999999999999,29.0,0.29,0.67,0.34,2016,Detroit Tigers,No
10,0.325,105,0.298,0.17,0.032,0.23399999999999999,0.08900000000000001,0.248,0.439,0.22699999999999998,0.81,0.313,0.519,0.168,-2.9,-0.033,7.1,0.29,0.7,0.43,2016,Houston Astros,No
11,0.316,88,0.309,0.139,0.024,0.20199999999999999,0.063,0.23600000000000002,0.465,0.209,0.9,0.266,0.531,0.203,-4.8,-0.026000000000000002,-60.0,0.3,0.78,0.42,2016,Kansas City Royals,No
12,0.322,101,0.289,0.145,0.026000000000000002,0.16399999999999998,0.078,0.25,0.457,0.21600000000000003,0.86,0.27899999999999997,0.51,0.21100000000000002,0.1,-0.006999999999999999,13.2,0.31,0.68,0.39,2016,Los Angeles Angels,No
13,0.325,96,0.294,0.16,0.031,0.214,0.085,0.258,0.46299999999999997,0.203,0.89,0.281,0.524,0.195,1.5,0.015,17.2,0.3,0.63,0.43,2016,Los Angeles Dodgers,Yes
14,0.321,97,0.314,0.131,0.021,0.198,0.073,0.265,0.486,0.17300000000000001,0.99,0.249,0.542,0.21,-1.5,-0.022000000000000002,-33.1,0.28,0.72,0.39,2016,Miami Marlins,No
15,0.326,90,0.304,0.163,0.032,0.255,0.099,0.256,0.46399999999999997,0.196,0.91,0.252,0.522,0.225,-9.2,-0.017,-49.8,0.27,0.76,0.4,2016,Milwaukee Brewers,No
16,0.324,97,0.3,0.171,0.032,0.228,0.08199999999999999,0.24100000000000002,0.423,0.242,0.76,0.3,0.51,0.18899999999999997,-8.8,-0.018000000000000002,-21.5,0.29,0.74,0.43,2016,Minnesota Twins,No
17,0.324,96,0.282,0.171,0.036000000000000004,0.213,0.085,0.267,0.39799999999999996,0.24,0.68,0.301,0.526,0.17300000000000001,-5.8,-0.039,-28.5,0.26,0.7,0.34,2016,New York Mets,Yes
18,0.318,89,0.289,0.153,0.03,0.196,0.078,0.242,0.451,0.223,0.84,0.315,0.524,0.162,-3.3,-0.037000000000000005,-57.8,0.29,0.77,0.37,2016,New York Yankees,No
19,0.31,91,0.28,0.149,0.027999999999999997,0.19,0.073,0.264,0.426,0.226,0.76,0.298,0.495,0.20800000000000002,-5.7,-0.017,-61.8,0.29,0.68,0.38,2016,Oakland Athletics,No
20,0.307,81,0.291,0.144,0.027000000000000003,0.23,0.071,0.249,0.465,0.19399999999999998,0.92,0.276,0.532,0.192,-7.7,-0.038,-100.4,0.27,0.68,0.39,2016,Philadelphia Phillies,No
21,0.33,98,0.311,0.144,0.024,0.213,0.09,0.26,0.46799999999999997,0.198,0.91,0.282,0.511,0.20600000000000002,0.3,-0.008,10.7,0.3,0.71,0.35,2016,Pittsburgh Pirates,No
22,0.308,85,0.291,0.155,0.03,0.25,0.075,0.256,0.44799999999999995,0.203,0.84,0.294,0.513,0.193,-8.6,-0.037000000000000005,-18.5,0.31,0.74,0.5,2016,San Diego Padres,No
23,0.33,106,0.297,0.171,0.036000000000000004,0.207,0.081,0.25,0.46,0.2,0.89,0.317,0.49,0.192,2.1,0.006,47.7,0.3,0.67,0.38,2016,Seattle Mariners,No
24,0.325,97,0.299,0.14,0.021,0.177,0.091,0.27,0.451,0.19699999999999998,0.85,0.28600000000000003,0.506,0.20800000000000002,-3.3,-0.034,4.7,0.3,0.69,0.39,2016,San Francisco Giants,Yes
25,0.339,106,0.294,0.187,0.036000000000000004,0.212,0.085,0.252,0.42700000000000005,0.239,0.77,0.295,0.516,0.18899999999999997,6.5,0.04,72.2,0.3,0.57,0.38,2016,St. Louis Cardinals,No
26,0.319,100,0.293,0.182,0.036000000000000004,0.245,0.07400000000000001,0.23199999999999998,0.414,0.255,0.72,0.336,0.474,0.19,-8.9,-0.017,-43.0,0.28,0.62,0.4,2016,Tampa Bay Rays,No
27,0.332,96,0.298,0.172,0.035,0.2,0.07200000000000001,0.247,0.449,0.213,0.83,0.321,0.494,0.185,9.4,0.052000000000000005,23.2,0.31,0.73,0.43,2016,Texas Rangers,Yes
28,0.332,102,0.289,0.178,0.036000000000000004,0.21899999999999997,0.10099999999999999,0.244,0.43,0.22399999999999998,0.77,0.284,0.504,0.212,-1.4,-0.006,15.5,0.29,0.69,0.38,2016,Toronto Blue Jays,Yes
29,0.331,94,0.293,0.17,0.033,0.20199999999999999,0.086,0.262,0.435,0.214,0.8,0.289,0.526,0.185,4.5,0.026000000000000002,42.9,0.31,0.76,0.43,2016,Washington Nationals,Yes
0,0.339,93,0.306,0.19,0.035,0.23399999999999999,0.09300000000000001,0.255,0.44799999999999995,0.22,0.84,0.27399999999999997,0.547,0.179,0.1,-0.006,48.4,0.32,0.77,0.45,2017,Arizona Diamondbacks,Yes
1,0.325,90,0.305,0.15,0.027000000000000003,0.191,0.076,0.255,0.461,0.209,0.9,0.276,0.535,0.19,-1.9,0.001,-11.8,0.3,0.71,0.45,2017,Atlanta Braves,No
2,0.326,100,0.306,0.175,0.038,0.23,0.064,0.257,0.439,0.21600000000000003,0.79,0.293,0.527,0.18,-2.1,-0.001,-11.1,0.3,0.71,0.37,2017,Baltimore Orioles,No
3,0.326,91,0.3,0.149,0.027000000000000003,0.193,0.09,0.251,0.45399999999999996,0.20800000000000002,0.84,0.272,0.539,0.18899999999999997,-2.4,-0.013999999999999999,-6.1,0.32,0.77,0.43,2017,Boston Red Sox,Yes
4,0.341,100,0.302,0.182,0.036000000000000004,0.223,0.099,0.24600000000000002,0.44799999999999995,0.218,0.84,0.319,0.512,0.16899999999999998,1.8,0.025,69.7,0.32,0.67,0.42,2017,Chicago Cubs,Yes
5,0.322,97,0.309,0.161,0.031,0.231,0.066,0.244,0.46799999999999997,0.20600000000000002,0.91,0.27899999999999997,0.525,0.19699999999999998,-6.7,-0.021,-42.8,0.3,0.7,0.39,2017,Chicago White Sox,No
6,0.334,96,0.294,0.179,0.035,0.214,0.091,0.251,0.42100000000000004,0.23,0.76,0.294,0.523,0.183,-6.0,-0.012,4.2,0.29,0.75,0.33,2017,Cincinnati Reds,No
7,0.344,103,0.295,0.186,0.034,0.185,0.09699999999999999,0.255,0.429,0.231,0.77,0.316,0.518,0.166,-1.3,-0.028999999999999998,48.4,0.31,0.79,0.38,2017,Cleveland Indians,Yes
8,0.341,88,0.332,0.171,0.031,0.22699999999999998,0.084,0.258,0.455,0.209,0.87,0.258,0.5429999999999999,0.19899999999999998,-2.5,-0.009000000000000001,30.2,0.33,0.63,0.44,2017,Colorado Rockies,Yes
9,0.328,98,0.306,0.166,0.03,0.214,0.08199999999999999,0.27699999999999997,0.428,0.228,0.75,0.267,0.521,0.212,-6.5,-0.006,-28.2,0.3,0.66,0.37,2017,Detroit Tigers,No
10,0.357,126,0.309,0.196,0.038,0.17300000000000001,0.081,0.248,0.43799999999999994,0.23,0.79,0.29100000000000004,0.534,0.175,13.6,0.055,166.7,0.34,0.7,0.39,2017,Houston Astros,Yes
11,0.321,91,0.295,0.16,0.032,0.19399999999999998,0.065,0.276,0.41100000000000003,0.22399999999999998,0.71,0.275,0.5329999999999999,0.192,-2.6,-0.008,-58.0,0.3,0.75,0.4,2017,Kansas City Royals,No
12,0.316,92,0.277,0.155,0.031,0.19699999999999998,0.086,0.233,0.46299999999999997,0.225,0.88,0.297,0.53,0.17300000000000001,-1.1,-0.018000000000000002,-32.0,0.3,0.76,0.42,2017,Los Angeles Angels,No
13,0.337,104,0.293,0.188,0.036000000000000004,0.223,0.105,0.25,0.428,0.24600000000000002,0.77,0.294,0.523,0.183,6.8,0.037000000000000005,47.6,0.3,0.73,0.38,2017,Los Angeles Dodgers,Yes
14,0.332,107,0.313,0.163,0.031,0.205,0.078,0.24100000000000002,0.48700000000000004,0.18600000000000003,1.0,0.266,0.544,0.19,4.4,0.001,65.4,0.31,0.75,0.39,2017,Miami Marlins,No
15,0.33,93,0.308,0.18,0.037000000000000005,0.256,0.08900000000000001,0.252,0.452,0.217,0.86,0.276,0.527,0.196,-0.6,-0.032,-15.9,0.29,0.76,0.35,2017,Milwaukee Brewers,No
16,0.337,104,0.306,0.174,0.033,0.214,0.095,0.256,0.413,0.235,0.73,0.314,0.508,0.17800000000000002,5.2,0.036000000000000004,60.2,0.32,0.77,0.42,2017,Minnesota Twins,Yes
17,0.329,101,0.286,0.184,0.036000000000000004,0.209,0.086,0.252,0.402,0.248,0.69,0.29100000000000004,0.536,0.17300000000000001,-2.1,-0.006999999999999999,13.9,0.29,0.72,0.35,2017,New York Mets,No
18,0.348,108,0.304,0.185,0.038,0.218,0.09699999999999999,0.251,0.43,0.23199999999999998,0.77,0.301,0.523,0.17600000000000002,2.7,0.021,88.9,0.32,0.8,0.39,2017,New York Yankees,Yes
